time [s], azimuth [degrees], elevation [degrees]
1755296125.1485689, 146.66241723906458, 58.809060823469416, 
1755296125.889045, 146.39333884808065, 59.23039412314545, 
1755296126.6295218, 146.11526319140978, 59.654256169190965, 
1755296127.369998, 145.8277500623103, 60.080598800152444, 
1755296128.1104739, 145.53032991710913, 60.50937138037407, 
1755296128.850951, 145.22250262714678, 60.94051880807867, 
1755296129.5914268, 144.90373650720338, 61.37397951054785, 
1755296130.331903, 144.57346308300663, 61.80968860329556, 
1755296131.0723798, 144.2310755087371, 62.2475758619185, 
1755296131.812856, 143.87592683453448, 62.68756355868902, 
1755296132.5533328, 143.5073233256153, 63.129570231418214, 
1755296133.293809, 143.1245245458574, 63.5735055007615, 
1755296134.0342848, 142.72673591700936, 64.01927380775112, 
1755296134.774762, 142.31310552622048, 64.46677209322502, 
1755296135.5152378, 141.8827211374809, 64.9158874629883, 
1755296136.255714, 141.43460132758108, 65.36650015783229, 
1755296136.9961908, 140.96769136680743, 65.81848113020284, 
1755296137.736667, 140.48085866066538, 66.27168942570081, 
1755296138.4771428, 139.9728820258498, 66.72597504423328, 
1755296139.21762, 139.44244581635942, 67.1811762231338, 
1755296139.9580958, 138.888133729405, 67.63711655073848, 
1755296140.698572, 138.30841545981653, 68.09360756230748, 
1755296141.439049, 137.70163871706168, 68.55044564756142, 
1755296142.179525, 137.06602105002287, 69.0074088151677, 
1755296142.920002, 136.39963228496825, 69.46425945876864, 
1755296143.6604779, 135.70038886627344, 69.9207377213376, 
1755296144.400954, 134.96603396694445, 70.3765638480884, 
1755296145.1414309, 134.1941257256506, 70.83143424313886, 
1755296145.881907, 133.38202510732157, 71.28501717169732, 
1755296146.6223829, 133.25480502234134, 71.73695380396035, 
1755296147.36286, 134.36552052234134, 72.18685337662463, 
1755296148.1033359, 135.47623452234134, 72.6342880449578, 
1755296148.843812, 136.58694852234134, 73.07879285189, 
1755296149.5842888, 137.69766402234134, 73.51985980054278, 
1755296150.324765, 138.80837802234134, 73.95693159287057, 
1755296151.0652418, 139.91909352234134, 74.38940088011161, 
1755296151.805718, 141.02980752234134, 74.81660017389925, 
1755296152.5461938, 142.14052152234134, 75.23780021608304, 
1755296153.286671, 143.25123702234134, 75.65220212176163, 
1755296154.0271468, 144.36195102234134, 76.05892934535056, 
1755296154.767623, 145.47266502234135, 76.45702467746955, 
1755296155.5080998, 146.58338052234134, 76.84544216625987, 
1755296156.248576, 147.69409452234135, 77.22303989128113, 
